id,word,audio_url,freq_score,RAtype
1076,internal,/audio/word/WORD1076.mp3,2,ra
1077,external,/audio/word/WORD1077.mp3,2,ra
1078,driven,/audio/word/WORD1078.mp3,2,ra
1079,vital,/audio/word/WORD1079.mp3,2,ra
1080,planning,/audio/word/WORD1080.mp3,2,ra
1081,thinks,/audio/word/WORD1081.mp3,2,ra
1082,intellectual,/audio/word/WORD1082.mp3,2,ra
1083,greek,/audio/word/WORD1083.mp3,2,ra
1084,stories,/audio/word/WORD1084.mp3,2,ra
1085,famous,/audio/word/WORD1085.mp3,2,ra
1086,sustainability,/audio/word/WORD1086.mp3,2,ra
1087,integration,/audio/word/WORD1087.mp3,2,ra
1088,increasingly,/audio/word/WORD1088.mp3,2,ra
1089,advantage,/audio/word/WORD1089.mp3,2,ra
1090,sociable,/audio/word/WORD1090.mp3,2,ra
1091,numbers,/audio/word/WORD1091.mp3,2,ra
1092,loans,/audio/word/WORD1092.mp3,2,ra
1093,enters,/audio/word/WORD1093.mp3,2,ra
1094,workforce,/audio/word/WORD1094.mp3,2,ra
1095,total,/audio/word/WORD1095.mp3,2,ra
1096,instance,/audio/word/WORD1096.mp3,2,ra
1097,nation's,/audio/word/WORD1097.mp3,2,ra
1098,crucial,/audio/word/WORD1098.mp3,2,ra
1099,flowing,/audio/word/WORD1099.mp3,2,ra
1100,onto,/audio/word/WORD1100.mp3,2,ra
1101,cd,/audio/word/WORD1101.mp3,2,ra
1102,significant,/audio/word/WORD1102.mp3,2,ra
1103,impressive,/audio/word/WORD1103.mp3,2,ra
1104,republican,/audio/word/WORD1104.mp3,2,ra
1105,male,/audio/word/WORD1105.mp3,2,ra
1106,clinton,/audio/word/WORD1106.mp3,2,ra
1107,fight,/audio/word/WORD1107.mp3,2,ra
1108,voters,/audio/word/WORD1108.mp3,2,ra
1109,campaign,/audio/word/WORD1109.mp3,2,ra
1110,gained,/audio/word/WORD1110.mp3,2,ra
1111,fame,/audio/word/WORD1111.mp3,2,ra
1112,wild,/audio/word/WORD1112.mp3,2,ra
1113,jeep,/audio/word/WORD1113.mp3,2,ra
1114,attack,/audio/word/WORD1114.mp3,2,ra
1115,stolen,/audio/word/WORD1115.mp3,2,ra
1116,investigators,/audio/word/WORD1116.mp3,2,ra
1117,centuries,/audio/word/WORD1117.mp3,2,ra
1118,rich,/audio/word/WORD1118.mp3,2,ra
1119,separate,/audio/word/WORD1119.mp3,2,ra
1120,seemed,/audio/word/WORD1120.mp3,2,ra
1121,textbook,/audio/word/WORD1121.mp3,2,ra
1122,selected,/audio/word/WORD1122.mp3,2,ra
1123,carefully,/audio/word/WORD1123.mp3,2,ra
1124,easily,/audio/word/WORD1124.mp3,2,ra
1125,medium,/audio/word/WORD1125.mp3,2,ra
1126,varied,/audio/word/WORD1126.mp3,2,ra
1127,calls,/audio/word/WORD1127.mp3,2,ra
1128,hydraulic,/audio/word/WORD1128.mp3,2,ra
1129,replacing,/audio/word/WORD1129.mp3,2,ra
1130,successful,/audio/word/WORD1130.mp3,2,ra
1131,amusement,/audio/word/WORD1131.mp3,2,ra
1132,writes,/audio/word/WORD1132.mp3,2,ra
1133,actual,/audio/word/WORD1133.mp3,2,ra
1134,exhilarating,/audio/word/WORD1134.mp3,2,ra
1135,lights,/audio/word/WORD1135.mp3,2,ra
1136,determined,/audio/word/WORD1136.mp3,2,ra
1137,blood,/audio/word/WORD1137.mp3,2,ra
1138,recognize,/audio/word/WORD1138.mp3,2,ra
1139,invaders,/audio/word/WORD1139.mp3,2,ra
1140,receptors,/audio/word/WORD1140.mp3,2,ra
1141,viruses,/audio/word/WORD1141.mp3,2,ra
1142,produces,/audio/word/WORD1142.mp3,2,ra
1143,type,/audio/word/WORD1143.mp3,2,ra
1144,purposes,/audio/word/WORD1144.mp3,2,ra
1145,non,/audio/word/WORD1145.mp3,2,ra
1146,developments,/audio/word/WORD1146.mp3,2,ra
1147,beliefs,/audio/word/WORD1147.mp3,2,ra
1148,changed,/audio/word/WORD1148.mp3,2,ra
1149,networking,/audio/word/WORD1149.mp3,2,ra
1150,ourselves,/audio/word/WORD1150.mp3,2,ra
1151,commerce,/audio/word/WORD1151.mp3,2,ra
1152,digital,/audio/word/WORD1152.mp3,2,ra
1153,commercial,/audio/word/WORD1153.mp3,2,ra
1154,japan,/audio/word/WORD1154.mp3,2,ra
1155,players,/audio/word/WORD1155.mp3,2,ra
1156,restaurants,/audio/word/WORD1156.mp3,2,ra
1157,criticism,/audio/word/WORD1157.mp3,2,ra
1158,people's,/audio/word/WORD1158.mp3,2,ra
1159,thousands,/audio/word/WORD1159.mp3,2,ra
1160,unlike,/audio/word/WORD1160.mp3,2,ra
1161,kingdom,/audio/word/WORD1161.mp3,2,ra
1162,lenient,/audio/word/WORD1162.mp3,2,ra
1163,meaning,/audio/word/WORD1163.mp3,2,ra
1164,didn't,/audio/word/WORD1164.mp3,2,ra
1165,wildlife,/audio/word/WORD1165.mp3,2,ra
1166,heavily,/audio/word/WORD1166.mp3,2,ra
1167,somewhat,/audio/word/WORD1167.mp3,2,ra
1168,skilled,/audio/word/WORD1168.mp3,2,ra
1169,paid,/audio/word/WORD1169.mp3,2,ra
1170,examples,/audio/word/WORD1170.mp3,2,ra
1171,excellent,/audio/word/WORD1171.mp3,2,ra
1172,receive,/audio/word/WORD1172.mp3,2,ra
1173,marijuana,/audio/word/WORD1173.mp3,2,ra
1174,methods,/audio/word/WORD1174.mp3,2,ra
1175,patented,/audio/word/WORD1175.mp3,2,ra
1176,welfare,/audio/word/WORD1176.mp3,2,ra
1177,comparison,/audio/word/WORD1177.mp3,2,ra
1178,believed,/audio/word/WORD1178.mp3,2,ra
1179,obtain,/audio/word/WORD1179.mp3,2,ra
1180,includes,/audio/word/WORD1180.mp3,2,ra
1181,definitions,/audio/word/WORD1181.mp3,2,ra
1182,agreement,/audio/word/WORD1182.mp3,2,ra
1183,degrees,/audio/word/WORD1183.mp3,2,ra
1184,celsius,/audio/word/WORD1184.mp3,2,ra
1185,updated,/audio/word/WORD1185.mp3,2,ra
1186,milligrams,/audio/word/WORD1186.mp3,2,ra
1187,caffeine,/audio/word/WORD1187.mp3,2,ra
1188,week,/audio/word/WORD1188.mp3,2,ra
1189,extremely,/audio/word/WORD1189.mp3,2,ra
1190,gradual,/audio/word/WORD1190.mp3,2,ra
1191,himself,/audio/word/WORD1191.mp3,2,ra
1192,pressure,/audio/word/WORD1192.mp3,2,ra
1193,knows,/audio/word/WORD1193.mp3,2,ra
1194,importance,/audio/word/WORD1194.mp3,2,ra
1195,flow,/audio/word/WORD1195.mp3,2,ra
1196,dry,/audio/word/WORD1196.mp3,2,ra
1197,act,/audio/word/WORD1197.mp3,2,ra
1198,flood,/audio/word/WORD1198.mp3,2,ra
1199,contain,/audio/word/WORD1199.mp3,2,ra
1200,rains,/audio/word/WORD1200.mp3,2,ra
1201,hardwood,/audio/word/WORD1201.mp3,2,ra
1202,store,/audio/word/WORD1202.mp3,2,ra
1203,reflected,/audio/word/WORD1203.mp3,2,ra
1204,challenge,/audio/word/WORD1204.mp3,2,ra
1205,certainly,/audio/word/WORD1205.mp3,2,ra
1206,james,/audio/word/WORD1206.mp3,2,ra
1207,accord,/audio/word/WORD1207.mp3,2,ra
1208,practices,/audio/word/WORD1208.mp3,2,ra
1209,ground,/audio/word/WORD1209.mp3,2,ra
1210,conferences,/audio/word/WORD1210.mp3,2,ra
1211,donors,/audio/word/WORD1211.mp3,2,ra
1212,governments,/audio/word/WORD1212.mp3,2,ra
1213,constellation,/audio/word/WORD1213.mp3,2,ra
1214,behaviors,/audio/word/WORD1214.mp3,2,ra
1215,tends,/audio/word/WORD1215.mp3,2,ra
1216,recharge,/audio/word/WORD1216.mp3,2,ra
1217,spending,/audio/word/WORD1217.mp3,2,ra
1218,extroverts,/audio/word/WORD1218.mp3,2,ra
1219,spend,/audio/word/WORD1219.mp3,2,ra
1220,changing,/audio/word/WORD1220.mp3,2,ra
1221,executive,/audio/word/WORD1221.mp3,2,ra
1222,run,/audio/word/WORD1222.mp3,2,ra
1223,hospitals,/audio/word/WORD1223.mp3,2,ra
1224,legal,/audio/word/WORD1224.mp3,2,ra
1225,taught,/audio/word/WORD1225.mp3,2,ra
1226,variables,/audio/word/WORD1226.mp3,2,ra
1227,task,/audio/word/WORD1227.mp3,2,ra
1228,radio,/audio/word/WORD1228.mp3,2,ra
1229,galaxies,/audio/word/WORD1229.mp3,2,ra
1230,billions,/audio/word/WORD1230.mp3,2,ra
1231,points,/audio/word/WORD1231.mp3,2,ra
1232,origin,/audio/word/WORD1232.mp3,2,ra
1233,flaring,/audio/word/WORD1233.mp3,2,ra
1234,star,/audio/word/WORD1234.mp3,2,ra
1235,assessment,/audio/word/WORD1235.mp3,2,ra
1236,exam,/audio/word/WORD1236.mp3,2,ra
1237,weeks,/audio/word/WORD1237.mp3,2,ra
1238,institutions,/audio/word/WORD1238.mp3,2,ra
1239,alternative,/audio/word/WORD1239.mp3,2,ra
1240,oral,/audio/word/WORD1240.mp3,2,ra
1241,interviews,/audio/word/WORD1241.mp3,2,ra
1242,brand,/audio/word/WORD1242.mp3,2,ra
1243,attracting,/audio/word/WORD1243.mp3,2,ra
1244,packaging,/audio/word/WORD1244.mp3,2,ra
1245,older,/audio/word/WORD1245.mp3,2,ra
1246,hire,/audio/word/WORD1246.mp3,2,ra
1247,senior,/audio/word/WORD1247.mp3,2,ra
1248,dramatically,/audio/word/WORD1248.mp3,2,ra
1249,wonderful,/audio/word/WORD1249.mp3,2,ra
1250,cross,/audio/word/WORD1250.mp3,2,ra
1251,e,/audio/word/WORD1251.mp3,2,ra
1252,darwin,/audio/word/WORD1252.mp3,2,ra
1253,proposes,/audio/word/WORD1253.mp3,2,ra
1254,generation,/audio/word/WORD1254.mp3,2,ra
1255,always,/audio/word/WORD1255.mp3,2,ra
1256,chance,/audio/word/WORD1256.mp3,2,ra
1257,traits,/audio/word/WORD1257.mp3,2,ra
1258,rock,/audio/word/WORD1258.mp3,2,ra
1259,involve,/audio/word/WORD1259.mp3,2,ra
1260,chemicals,/audio/word/WORD1260.mp3,2,ra
1261,ore,/audio/word/WORD1261.mp3,2,ra
1262,operations,/audio/word/WORD1262.mp3,2,ra
1263,botanic,/audio/word/WORD1263.mp3,2,ra
1264,display,/audio/word/WORD1264.mp3,2,ra
1265,capital,/audio/word/WORD1265.mp3,2,ra
1266,city,/audio/word/WORD1266.mp3,2,ra
1267,zoological,/audio/word/WORD1267.mp3,2,ra
1268,parks,/audio/word/WORD1268.mp3,2,ra
1269,aquariums,/audio/word/WORD1269.mp3,2,ra
1270,primarily,/audio/word/WORD1270.mp3,2,ra
1271,getting,/audio/word/WORD1271.mp3,2,ra
1272,necessarily,/audio/word/WORD1272.mp3,2,ra
1273,prefer,/audio/word/WORD1273.mp3,2,ra
1274,distinct,/audio/word/WORD1274.mp3,2,ra
1275,added,/audio/word/WORD1275.mp3,2,ra
1276,describe,/audio/word/WORD1276.mp3,2,ra
1277,cloud,/audio/word/WORD1277.mp3,2,ra
1278,rain,/audio/word/WORD1278.mp3,2,ra
1279,observing,/audio/word/WORD1279.mp3,2,ra
1280,weather,/audio/word/WORD1280.mp3,2,ra
1281,launch,/audio/word/WORD1281.mp3,2,ra
1282,providing,/audio/word/WORD1282.mp3,2,ra
1283,effectively,/audio/word/WORD1283.mp3,2,ra
1284,creates,/audio/word/WORD1284.mp3,2,ra
1285,museum,/audio/word/WORD1285.mp3,2,ra
1286,director,/audio/word/WORD1286.mp3,2,ra
1287,collections,/audio/word/WORD1287.mp3,2,ra
1288,marriage,/audio/word/WORD1288.mp3,2,ra
1289,associated,/audio/word/WORD1289.mp3,2,ra
1290,rent,/audio/word/WORD1290.mp3,2,ra
1291,child's,/audio/word/WORD1291.mp3,2,ra
1292,proper,/audio/word/WORD1292.mp3,2,ra
1293,risks,/audio/word/WORD1293.mp3,2,ra
1294,anything,/audio/word/WORD1294.mp3,2,ra
1295,corporate,/audio/word/WORD1295.mp3,2,ra
1296,categories,/audio/word/WORD1296.mp3,2,ra
1297,politicians,/audio/word/WORD1297.mp3,2,ra
1298,pain,/audio/word/WORD1298.mp3,2,ra
1299,ten,/audio/word/WORD1299.mp3,2,ra
1300,council,/audio/word/WORD1300.mp3,2,ra
1301,succeeded,/audio/word/WORD1301.mp3,2,ra
1302,mass,/audio/word/WORD1302.mp3,2,ra
1303,substantial,/audio/word/WORD1303.mp3,2,ra
1304,islands,/audio/word/WORD1304.mp3,2,ra
1305,darts,/audio/word/WORD1305.mp3,2,ra
1306,pale,/audio/word/WORD1306.mp3,2,ra
1307,reduces,/audio/word/WORD1307.mp3,2,ra
1308,humanity,/audio/word/WORD1308.mp3,2,ra
1309,potential,/audio/word/WORD1309.mp3,2,ra
1310,biological,/audio/word/WORD1310.mp3,2,ra
1311,extinction,/audio/word/WORD1311.mp3,2,ra
1312,helping,/audio/word/WORD1312.mp3,2,ra
1313,neighbors,/audio/word/WORD1313.mp3,2,ra
1314,next,/audio/word/WORD1314.mp3,2,ra
1315,expensive,/audio/word/WORD1315.mp3,2,ra
1316,intensive,/audio/word/WORD1316.mp3,2,ra
1317,mean,/audio/word/WORD1317.mp3,2,ra
1318,house,/audio/word/WORD1318.mp3,2,ra
1319,recommended,/audio/word/WORD1319.mp3,2,ra
1320,flooring,/audio/word/WORD1320.mp3,2,ra
1321,sophisticated,/audio/word/WORD1321.mp3,2,ra
1322,notes,/audio/word/WORD1322.mp3,2,ra
1323,teacher,/audio/word/WORD1323.mp3,2,ra
1324,source,/audio/word/WORD1324.mp3,2,ra
1325,aren't,/audio/word/WORD1325.mp3,2,ra
1326,consideration,/audio/word/WORD1326.mp3,2,ra
1327,private,/audio/word/WORD1327.mp3,2,ra
1328,equity,/audio/word/WORD1328.mp3,2,ra
1329,houses,/audio/word/WORD1329.mp3,2,ra
1330,starting,/audio/word/WORD1330.mp3,2,ra
1331,mission,/audio/word/WORD1331.mp3,2,ra
1332,demanding,/audio/word/WORD1332.mp3,2,ra
1333,decades,/audio/word/WORD1333.mp3,2,ra
1334,party,/audio/word/WORD1334.mp3,2,ra
1335,turned,/audio/word/WORD1335.mp3,2,ra
1336,sister,/audio/word/WORD1336.mp3,2,ra
1337,talking,/audio/word/WORD1337.mp3,2,ra
1338,weakness,/audio/word/WORD1338.mp3,2,ra
1339,electronics,/audio/word/WORD1339.mp3,2,ra
1340,auto,/audio/word/WORD1340.mp3,2,ra
1341,retail,/audio/word/WORD1341.mp3,2,ra
1342,increases,/audio/word/WORD1342.mp3,2,ra
1343,figures,/audio/word/WORD1343.mp3,2,ra
1344,tea,/audio/word/WORD1344.mp3,2,ra
1345,influenced,/audio/word/WORD1345.mp3,2,ra
1346,kept,/audio/word/WORD1346.mp3,2,ra
1347,russia,/audio/word/WORD1347.mp3,2,ra
1348,participating,/audio/word/WORD1348.mp3,2,ra
1349,pride,/audio/word/WORD1349.mp3,2,ra
1350,question,/audio/word/WORD1350.mp3,2,ra
1351,requires,/audio/word/WORD1351.mp3,2,ra
1352,creation,/audio/word/WORD1352.mp3,2,ra
1353,globalization,/audio/word/WORD1353.mp3,2,ra
1354,orientalists,/audio/word/WORD1354.mp3,2,ra
1355,thinkers,/audio/word/WORD1355.mp3,2,ra
1356,collective,/audio/word/WORD1356.mp3,2,ra
1357,nor,/audio/word/WORD1357.mp3,2,ra
1358,artificial,/audio/word/WORD1358.mp3,2,ra
1359,millions,/audio/word/WORD1359.mp3,2,ra
1360,subtle,/audio/word/WORD1360.mp3,2,ra
1361,speak,/audio/word/WORD1361.mp3,2,ra
1362,australian,/audio/word/WORD1362.mp3,2,ra
1363,links,/audio/word/WORD1363.mp3,2,ra
1364,tongue,/audio/word/WORD1364.mp3,2,ra
1365,phrases,/audio/word/WORD1365.mp3,2,ra
1366,meanings,/audio/word/WORD1366.mp3,2,ra
1367,authoritative,/audio/word/WORD1367.mp3,2,ra
1368,allows,/audio/word/WORD1368.mp3,2,ra
1369,wheel,/audio/word/WORD1369.mp3,2,ra
1370,drive,/audio/word/WORD1370.mp3,2,ra
1371,abstracts,/audio/word/WORD1371.mp3,2,ra
1372,considerable,/audio/word/WORD1372.mp3,2,ra
1373,qualified,/audio/word/WORD1373.mp3,2,ra
1374,access,/audio/word/WORD1374.mp3,2,ra
1375,botswana's,/audio/word/WORD1375.mp3,2,ra
1376,infection,/audio/word/WORD1376.mp3,2,ra
1377,anyone,/audio/word/WORD1377.mp3,2,ra
1378,significantly,/audio/word/WORD1378.mp3,2,ra
1379,surprisingly,/audio/word/WORD1379.mp3,2,ra
1380,courses,/audio/word/WORD1380.mp3,2,ra
1381,half,/audio/word/WORD1381.mp3,2,ra
1382,aware,/audio/word/WORD1382.mp3,2,ra
1383,officers,/audio/word/WORD1383.mp3,2,ra
1384,degree,/audio/word/WORD1384.mp3,2,ra
1385,shopping,/audio/word/WORD1385.mp3,2,ra
1386,interactive,/audio/word/WORD1386.mp3,2,ra
1387,features,/audio/word/WORD1387.mp3,2,ra
1388,consumer,/audio/word/WORD1388.mp3,2,ra
1389,assist,/audio/word/WORD1389.mp3,2,ra
1390,address,/audio/word/WORD1390.mp3,2,ra
1391,bookkeepers,/audio/word/WORD1391.mp3,2,ra
1392,instances,/audio/word/WORD1392.mp3,2,ra
1393,domestic,/audio/word/WORD1393.mp3,2,ra
1394,front,/audio/word/WORD1394.mp3,2,ra
1395,answer,/audio/word/WORD1395.mp3,2,ra
1396,populations,/audio/word/WORD1396.mp3,2,ra
1397,opportunity,/audio/word/WORD1397.mp3,2,ra
1398,gap,/audio/word/WORD1398.mp3,2,ra
1399,achievements,/audio/word/WORD1399.mp3,2,ra
1400,math,/audio/word/WORD1400.mp3,2,ra
1401,reached,/audio/word/WORD1401.mp3,2,ra
1402,ahead,/audio/word/WORD1402.mp3,2,ra
1403,story,/audio/word/WORD1403.mp3,2,ra
1404,gives,/audio/word/WORD1404.mp3,2,ra
1405,moved,/audio/word/WORD1405.mp3,2,ra
1406,simply,/audio/word/WORD1406.mp3,2,ra
1407,page,/audio/word/WORD1407.mp3,2,ra
1408,decide,/audio/word/WORD1408.mp3,2,ra
1409,journey,/audio/word/WORD1409.mp3,2,ra
1410,maximum,/audio/word/WORD1410.mp3,2,ra
1411,damage,/audio/word/WORD1411.mp3,2,ra
1412,engineers,/audio/word/WORD1412.mp3,2,ra
1413,rural,/audio/word/WORD1413.mp3,2,ra
1414,reduce,/audio/word/WORD1414.mp3,2,ra
1415,agricultural,/audio/word/WORD1415.mp3,2,ra
1416,deserts,/audio/word/WORD1416.mp3,2,ra
1417,forests,/audio/word/WORD1417.mp3,2,ra
1418,distribution,/audio/word/WORD1418.mp3,2,ra
1419,automated,/audio/word/WORD1419.mp3,2,ra
1420,cable,/audio/word/WORD1420.mp3,2,ra
1421,satellite,/audio/word/WORD1421.mp3,2,ra
1422,goals,/audio/word/WORD1422.mp3,2,ra
1423,learn,/audio/word/WORD1423.mp3,2,ra
1424,texts,/audio/word/WORD1424.mp3,2,ra
1425,keyboard,/audio/word/WORD1425.mp3,2,ra
1426,monitor,/audio/word/WORD1426.mp3,2,ra
1427,x,/audio/word/WORD1427.mp3,2,ra
1428,prepare,/audio/word/WORD1428.mp3,2,ra
1429,diet,/audio/word/WORD1429.mp3,2,ra
1430,fertility,/audio/word/WORD1430.mp3,2,ra
1431,cancer,/audio/word/WORD1431.mp3,2,ra
1432,department,/audio/word/WORD1432.mp3,2,ra
1433,final,/audio/word/WORD1433.mp3,2,ra
1434,video,/audio/word/WORD1434.mp3,2,ra
1435,generate,/audio/word/WORD1435.mp3,2,ra
1436,approaches,/audio/word/WORD1436.mp3,2,ra
1437,animal,/audio/word/WORD1437.mp3,2,ra
1438,stayed,/audio/word/WORD1438.mp3,2,ra
1439,employer,/audio/word/WORD1439.mp3,2,ra
1440,unchanged,/audio/word/WORD1440.mp3,2,ra
1441,movement,/audio/word/WORD1441.mp3,2,ra
1442,similarly,/audio/word/WORD1442.mp3,2,ra
1443,reprint,/audio/word/WORD1443.mp3,2,ra
1444,stocks,/audio/word/WORD1444.mp3,2,ra
1445,real,/audio/word/WORD1445.mp3,2,ra
1446,coast,/audio/word/WORD1446.mp3,2,ra
1447,hot,/audio/word/WORD1447.mp3,2,ra
1448,warmer,/audio/word/WORD1448.mp3,2,ra
1449,report,/audio/word/WORD1449.mp3,2,ra
1450,view,/audio/word/WORD1450.mp3,2,ra
1451,trends,/audio/word/WORD1451.mp3,2,ra
1452,express,/audio/word/WORD1452.mp3,2,ra
1453,case,/audio/word/WORD1453.mp3,2,ra
1454,scenario,/audio/word/WORD1454.mp3,2,ra
1455,practice,/audio/word/WORD1455.mp3,2,ra
1456,marked,/audio/word/WORD1456.mp3,2,ra
1457,family's,/audio/word/WORD1457.mp3,2,ra
1458,sufficient,/audio/word/WORD1458.mp3,2,ra
1459,mark,/audio/word/WORD1459.mp3,2,ra
1460,insight,/audio/word/WORD1460.mp3,2,ra
1461,details,/audio/word/WORD1461.mp3,2,ra
1462,issue,/audio/word/WORD1462.mp3,2,ra
1463,consists,/audio/word/WORD1463.mp3,2,ra
1464,condition,/audio/word/WORD1464.mp3,2,ra
1465,madagascar's,/audio/word/WORD1465.mp3,2,ra
1466,biodiversity,/audio/word/WORD1466.mp3,2,ra
1467,estimate,/audio/word/WORD1467.mp3,2,ra
1468,geological,/audio/word/WORD1468.mp3,2,ra
1469,telecommunication,/audio/word/WORD1469.mp3,2,ra
1470,connect,/audio/word/WORD1470.mp3,2,ra
1471,spoken,/audio/word/WORD1471.mp3,2,ra
1472,knowing,/audio/word/WORD1472.mp3,2,ra
1473,succeed,/audio/word/WORD1473.mp3,2,ra
1474,interventions,/audio/word/WORD1474.mp3,2,ra
1475,hence,/audio/word/WORD1475.mp3,2,ra
1476,organs,/audio/word/WORD1476.mp3,2,ra
1477,off,/audio/word/WORD1477.mp3,2,ra
1478,previous,/audio/word/WORD1478.mp3,2,ra
1479,demographic,/audio/word/WORD1479.mp3,2,ra
1480,roads,/audio/word/WORD1480.mp3,2,ra
1481,moderate,/audio/word/WORD1481.mp3,2,ra
1482,manage,/audio/word/WORD1482.mp3,2,ra
1483,behavior,/audio/word/WORD1483.mp3,2,ra
1484,disorder,/audio/word/WORD1484.mp3,2,ra
1485,depression,/audio/word/WORD1485.mp3,2,ra
1486,regularly,/audio/word/WORD1486.mp3,2,ra
1487,benefits,/audio/word/WORD1487.mp3,2,ra
1488,applications,/audio/word/WORD1488.mp3,2,ra
1489,detection,/audio/word/WORD1489.mp3,2,ra
1490,iteration,/audio/word/WORD1490.mp3,2,ra
1491,ozone,/audio/word/WORD1491.mp3,2,ra
1492,june,/audio/word/WORD1492.mp3,2,ra
1493,sixteen,/audio/word/WORD1493.mp3,2,ra
1494,stratospheric,/audio/word/WORD1494.mp3,2,ra
1495,joined,/audio/word/WORD1495.mp3,2,ra
1496,emerged,/audio/word/WORD1496.mp3,2,ra
1497,originally,/audio/word/WORD1497.mp3,2,ra
1498,virginia,/audio/word/WORD1498.mp3,2,ra
1499,silver,/audio/word/WORD1499.mp3,2,ra
1500,crops,/audio/word/WORD1500.mp3,2,ra
1501,aquaculture,/audio/word/WORD1501.mp3,2,ra
1502,aquatic,/audio/word/WORD1502.mp3,2,ra
1503,happened,/audio/word/WORD1503.mp3,2,ra
1504,lessons,/audio/word/WORD1504.mp3,2,ra
1505,sure,/audio/word/WORD1505.mp3,2,ra
1506,antarctic,/audio/word/WORD1506.mp3,2,ra
1507,vaccine,/audio/word/WORD1507.mp3,2,ra
1508,rules,/audio/word/WORD1508.mp3,2,ra
1509,educational,/audio/word/WORD1509.mp3,2,ra
1510,establishment,/audio/word/WORD1510.mp3,2,ra
1511,pupils,/audio/word/WORD1511.mp3,2,ra
1512,lecture,/audio/word/WORD1512.mp3,2,ra
1513,valuable,/audio/word/WORD1513.mp3,2,ra
1514,due,/audio/word/WORD1514.mp3,2,ra
1515,moving,/audio/word/WORD1515.mp3,2,ra
1516,session,/audio/word/WORD1516.mp3,2,ra
1517,minute,/audio/word/WORD1517.mp3,2,ra
1518,campus,/audio/word/WORD1518.mp3,2,ra
1519,hall,/audio/word/WORD1519.mp3,2,ra
1520,facilities,/audio/word/WORD1520.mp3,2,ra
1521,unity,/audio/word/WORD1521.mp3,2,ra
1522,inherent,/audio/word/WORD1522.mp3,2,ra
1523,america,/audio/word/WORD1523.mp3,2,ra
1524,scholarships,/audio/word/WORD1524.mp3,2,ra
1525,visit,/audio/word/WORD1525.mp3,2,ra
1526,websites,/audio/word/WORD1526.mp3,2,ra
1527,civic,/audio/word/WORD1527.mp3,2,ra
1528,active,/audio/word/WORD1528.mp3,2,ra
1529,differences,/audio/word/WORD1529.mp3,2,ra
1530,once,/audio/word/WORD1530.mp3,2,ra
1531,committee,/audio/word/WORD1531.mp3,2,ra
1532,assessors,/audio/word/WORD1532.mp3,2,ra
1533,offer,/audio/word/WORD1533.mp3,2,ra
1534,organizations,/audio/word/WORD1534.mp3,2,ra
1535,academics,/audio/word/WORD1535.mp3,2,ra
1536,portrait,/audio/word/WORD1536.mp3,2,ra
1537,hottest,/audio/word/WORD1537.mp3,2,ra
1538,record,/audio/word/WORD1538.mp3,2,ra
1539,understandings,/audio/word/WORD1539.mp3,2,ra
1540,here,/audio/word/WORD1540.mp3,2,ra
1541,attempted,/audio/word/WORD1541.mp3,2,ra
1542,conversations,/audio/word/WORD1542.mp3,2,ra
1543,comprehensive,/audio/word/WORD1543.mp3,2,ra
1544,fundamental,/audio/word/WORD1544.mp3,2,ra
1545,barley,/audio/word/WORD1545.mp3,2,ra
1546,brewing,/audio/word/WORD1546.mp3,2,ra
1547,layer,/audio/word/WORD1547.mp3,2,ra
1548,agenda,/audio/word/WORD1548.mp3,2,ra
1549,sense,/audio/word/WORD1549.mp3,2,ra
1550,explanations,/audio/word/WORD1550.mp3,2,ra
1551,tortoise,/audio/word/WORD1551.mp3,2,ra
1552,dull,/audio/word/WORD1552.mp3,2,ra
1553,produced,/audio/word/WORD1553.mp3,2,ra
1554,theater,/audio/word/WORD1554.mp3,2,ra
1555,conform,/audio/word/WORD1555.mp3,2,ra
1556,values,/audio/word/WORD1556.mp3,2,ra
1557,artwork,/audio/word/WORD1557.mp3,2,ra
1558,response,/audio/word/WORD1558.mp3,2,ra
1559,evoke,/audio/word/WORD1559.mp3,2,ra
1560,continent,/audio/word/WORD1560.mp3,2,ra
1561,tutor,/audio/word/WORD1561.mp3,2,ra
1562,person's,/audio/word/WORD1562.mp3,2,ra
1563,households,/audio/word/WORD1563.mp3,2,ra
1564,fluid,/audio/word/WORD1564.mp3,2,ra
1565,theories,/audio/word/WORD1565.mp3,2,ra
1566,literary,/audio/word/WORD1566.mp3,2,ra
1567,focusing,/audio/word/WORD1567.mp3,2,ra
1568,cognitive,/audio/word/WORD1568.mp3,2,ra
1569,telescope,/audio/word/WORD1569.mp3,2,ra
1570,paraphrasing,/audio/word/WORD1570.mp3,2,ra
1571,drought,/audio/word/WORD1571.mp3,2,ra
1572,colors,/audio/word/WORD1572.mp3,1,ra
1573,appetizing,/audio/word/WORD1573.mp3,1,ra
1574,searched,/audio/word/WORD1574.mp3,1,ra
1575,spoiled,/audio/word/WORD1575.mp3,1,ra
1576,purple,/audio/word/WORD1576.mp3,1,ra
1577,dyed,/audio/word/WORD1577.mp3,1,ra
1578,appetite,/audio/word/WORD1578.mp3,1,ra
1579,annual,/audio/word/WORD1579.mp3,1,ra
1580,bush,/audio/word/WORD1580.mp3,1,ra
1581,fires,/audio/word/WORD1581.mp3,1,ra
1582,presumably,/audio/word/WORD1582.mp3,1,ra
1583,deemed,/audio/word/WORD1583.mp3,1,ra
1584,victoria,/audio/word/WORD1584.mp3,1,ra
